Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Hammersmith and Fulham,E09000013,Upper tier local authority,31/03/2020,17,212
Halton,E06000006,Upper tier local authority,31/03/2020,9,57
Hackney,E09000012,Upper tier local authority,31/03/2020,31,253
Greenwich,E09000011,Upper tier local authority,31/03/2020,30,251
Gloucestershire,E10000013,Upper tier local authority,31/03/2020,30,240
Gateshead,E08000037,Upper tier local authority,31/03/2020,19,102
Essex,E10000012,Upper tier local authority,31/03/2020,87,698
Enfield,E09000010,Upper tier local authority,31/03/2020,26,289
East Sussex,E10000011,Upper tier local authority,31/03/2020,27,144
East Riding of Yorkshire,E06000011,Upper tier local authority,31/03/2020,15,77
Ealing,E09000009,Upper tier local authority,31/03/2020,39,421
Dudley,E08000027,Upper tier local authority,31/03/2020,22,238
Dorset,E06000059,Upper tier local authority,31/03/2020,5,82
Doncaster,E08000017,Upper tier local authority,31/03/2020,14,127
Devon,E10000008,Upper tier local authority,31/03/2020,15,151
Derbyshire,E10000007,Upper tier local authority,31/03/2020,51,418
Derby,E06000015,Upper tier local authority,31/03/2020,24,210
Darlington,E06000005,Upper tier local authority,31/03/2020,2,28
Cumbria,E10000006,Upper tier local authority,31/03/2020,68,558
Croydon,E09000008,Upper tier local authority,31/03/2020,47,514
Coventry,E08000026,Upper tier local authority,31/03/2020,29,207
County Durham,E06000047,Upper tier local authority,31/03/2020,22,148
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,31/03/2020,20,126
City of London,E09000001,Upper tier local authority,31/03/2020,1,11
Cheshire West and Chester,E06000050,Upper tier local authority,31/03/2020,18,128
Cheshire East,E06000049,Upper tier local authority,31/03/2020,18,128
Central Bedfordshire,E06000056,Upper tier local authority,31/03/2020,19,122
Camden,E09000007,Upper tier local authority,31/03/2020,18,245
Cambridgeshire,E10000003,Upper tier local authority,31/03/2020,20,201
Calderdale,E08000033,Upper tier local authority,31/03/2020,5,57
Bury,E08000002,Upper tier local authority,31/03/2020,6,100
Buckinghamshire,E10000002,Upper tier local authority,31/03/2020,23,247
Bromley,E09000006,Upper tier local authority,31/03/2020,44,412
Bristol City of,E06000023,Upper tier local authority,31/03/2020,18,151
Brighton and Hove,E06000043,Upper tier local authority,31/03/2020,6,94
Brent,E09000005,Upper tier local authority,31/03/2020,45,589
Bradford,E08000032,Upper tier local authority,31/03/2020,20,150
Bracknell Forest,E06000036,Upper tier local authority,31/03/2020,9,46
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,31/03/2020,6,77
Bolton,E08000001,Upper tier local authority,31/03/2020,22,102
Blackpool,E06000009,Upper tier local authority,31/03/2020,12,44
Blackburn with Darwen,E06000008,Upper tier local authority,31/03/2020,8,46
Birmingham,E08000025,Upper tier local authority,31/03/2020,131,1063
Bexley,E09000004,Upper tier local authority,31/03/2020,20,201
Bedford,E06000055,Upper tier local authority,31/03/2020,13,90
Barnsley,E08000016,Upper tier local authority,31/03/2020,33,179
Barnet,E09000003,Upper tier local authority,31/03/2020,45,550
Barking and Dagenham,E09000002,Upper tier local authority,31/03/2020,18,164
Yorkshire and The Humber,E12000003,Region,31/03/2020,321,2329
West Midlands,E12000005,Region,31/03/2020,412,3847
South West,E12000009,Region,31/03/2020,140,1385
South East,E12000008,Region,31/03/2020,469,4278
North West,E12000002,Region,31/03/2020,555,3935
North East,E12000001,Region,31/03/2020,206,1172
London,E12000007,Region,31/03/2020,912,10097
East of England,E12000006,Region,31/03/2020,322,2617
East Midlands,E12000004,Region,31/03/2020,276,1996
England,E92000001,Nation,31/03/2020,3747,32665
York,E06000014,Upper tier local authority,30/03/2020,4,34
Worcestershire,E10000034,Upper tier local authority,30/03/2020,45,284
Wolverhampton,E08000031,Upper tier local authority,30/03/2020,21,237
Wokingham,E06000041,Upper tier local authority,30/03/2020,15,78
Wirral,E08000015,Upper tier local authority,30/03/2020,18,123
Windsor and Maidenhead,E06000040,Upper tier local authority,30/03/2020,9,83
Wiltshire,E06000054,Upper tier local authority,30/03/2020,13,108
Wigan,E08000010,Upper tier local authority,30/03/2020,19,99
Westminster,E09000033,Upper tier local authority,30/03/2020,26,313
West Sussex,E10000032,Upper tier local authority,30/03/2020,32,236
West Berkshire,E06000037,Upper tier local authority,30/03/2020,11,69
Warwickshire,E10000031,Upper tier local authority,30/03/2020,40,287
Warrington,E06000007,Upper tier local authority,30/03/2020,18,68
Wandsworth,E09000032,Upper tier local authority,30/03/2020,26,415
Waltham Forest,E09000031,Upper tier local authority,30/03/2020,24,256
Walsall,E08000030,Upper tier local authority,30/03/2020,27,243
Wakefield,E08000036,Upper tier local authority,30/03/2020,11,100
Trafford,E08000009,Upper tier local authority,30/03/2020,19,133
Tower Hamlets,E09000030,Upper tier local authority,30/03/2020,15,236
Torbay,E06000027,Upper tier local authority,30/03/2020,5,42
Thurrock,E06000034,Upper tier local authority,30/03/2020,10,83
Telford and Wrekin,E06000020,Upper tier local authority,30/03/2020,6,61
Tameside,E08000008,Upper tier local authority,30/03/2020,10,98
Swindon,E06000030,Upper tier local authority,30/03/2020,6,42
Sutton,E09000029,Upper tier local authority,30/03/2020,23,192
Surrey,E10000030,Upper tier local authority,30/03/2020,100,695
Sunderland,E08000024,Upper tier local authority,30/03/2020,29,117
Suffolk,E10000029,Upper tier local authority,30/03/2020,23,164
Stoke-on-Trent,E06000021,Upper tier local authority,30/03/2020,14,68
Stockton-on-Tees,E06000004,Upper tier local authority,30/03/2020,16,64
Stockport,E08000007,Upper tier local authority,30/03/2020,23,142
Staffordshire,E10000028,Upper tier local authority,30/03/2020,41,378
St. Helens,E08000013,Upper tier local authority,30/03/2020,23,119
Southwark,E09000028,Upper tier local authority,30/03/2020,52,511
Southend-on-Sea,E06000033,Upper tier local authority,30/03/2020,13,72
Southampton,E06000045,Upper tier local authority,30/03/2020,18,106
South Tyneside,E08000023,Upper tier local authority,30/03/2020,13,47
South Gloucestershire,E06000025,Upper tier local authority,30/03/2020,15,91
Somerset,E10000027,Upper tier local authority,30/03/2020,9,70
Solihull,E08000029,Upper tier local authority,30/03/2020,14,151
Slough,E06000039,Upper tier local authority,30/03/2020,10,123
Shropshire,E06000051,Upper tier local authority,30/03/2020,8,116
Sheffield,E08000019,Upper tier local authority,30/03/2020,75,656
Sefton,E08000014,Upper tier local authority,30/03/2020,19,123
Sandwell,E08000028,Upper tier local authority,30/03/2020,35,244
Salford,E08000006,Upper tier local authority,30/03/2020,21,162
Rotherham,E08000018,Upper tier local authority,30/03/2020,27,155
Rochdale,E08000005,Upper tier local authority,30/03/2020,11,108
Richmond upon Thames,E09000027,Upper tier local authority,30/03/2020,12,160
Redcar and Cleveland,E06000003,Upper tier local authority,30/03/2020,7,55
Redbridge,E09000026,Upper tier local authority,30/03/2020,24,215
Reading,E06000038,Upper tier local authority,30/03/2020,10,77
Portsmouth,E06000044,Upper tier local authority,30/03/2020,4,84
Plymouth,E06000026,Upper tier local authority,30/03/2020,7,56
Peterborough,E06000031,Upper tier local authority,30/03/2020,6,46
Oxfordshire,E10000025,Upper tier local authority,30/03/2020,39,279
Oldham,E08000004,Upper tier local authority,30/03/2020,18,138
Nottinghamshire,E10000024,Upper tier local authority,30/03/2020,35,294
Nottingham,E06000018,Upper tier local authority,30/03/2020,11,119
Northumberland,E06000057,Upper tier local authority,30/03/2020,7,78
Northamptonshire,E10000021,Upper tier local authority,30/03/2020,53,264
North Yorkshire,E10000023,Upper tier local authority,30/03/2020,31,165
North Tyneside,E08000022,Upper tier local authority,30/03/2020,3,75
North Somerset,E06000024,Upper tier local authority,30/03/2020,8,51
North Lincolnshire,E06000013,Upper tier local authority,30/03/2020,3,26
North East Lincolnshire,E06000012,Upper tier local authority,30/03/2020,4,29
Norfolk,E10000020,Upper tier local authority,30/03/2020,27,205
Newham,E09000025,Upper tier local authority,30/03/2020,37,326
Newcastle upon Tyne,E08000021,Upper tier local authority,30/03/2020,19,206
Milton Keynes,E06000042,Upper tier local authority,30/03/2020,14,132
Middlesbrough,E06000002,Upper tier local authority,30/03/2020,17,72
Merton,E09000024,Upper tier local authority,30/03/2020,23,247
Medway,E06000035,Upper tier local authority,30/03/2020,10,119
Manchester,E08000003,Upper tier local authority,30/03/2020,24,195
Luton,E06000032,Upper tier local authority,30/03/2020,16,125
Liverpool,E08000012,Upper tier local authority,30/03/2020,43,306
Lincolnshire,E10000019,Upper tier local authority,30/03/2020,28,171
Lewisham,E09000023,Upper tier local authority,30/03/2020,27,320
Leicestershire,E10000018,Upper tier local authority,30/03/2020,14,208
Leicester,E06000016,Upper tier local authority,30/03/2020,5,107
Leeds,E08000035,Upper tier local authority,30/03/2020,27,213
Lancashire,E10000017,Upper tier local authority,30/03/2020,97,480
Lambeth,E09000022,Upper tier local authority,30/03/2020,52,509
Knowsley,E08000011,Upper tier local authority,30/03/2020,22,84
Kirklees,E08000034,Upper tier local authority,30/03/2020,19,108
Kingston upon Thames,E09000021,Upper tier local authority,30/03/2020,19,139
Kingston upon Hull City of,E06000010,Upper tier local authority,30/03/2020,3,19
Kent,E10000016,Upper tier local authority,30/03/2020,62,544
Kensington and Chelsea,E09000020,Upper tier local authority,30/03/2020,22,209
Islington,E09000019,Upper tier local authority,30/03/2020,18,194
Isle of Wight,E06000046,Upper tier local authority,30/03/2020,3,18
Hounslow,E09000018,Upper tier local authority,30/03/2020,24,233
Hillingdon,E09000017,Upper tier local authority,30/03/2020,19,242
Hertfordshire,E10000015,Upper tier local authority,30/03/2020,86,628
Herefordshire County of,E06000019,Upper tier local authority,30/03/2020,5,40
Havering,E09000016,Upper tier local authority,30/03/2020,16,150
Hartlepool,E06000001,Upper tier local authority,30/03/2020,5,17
Harrow,E09000015,Upper tier local authority,30/03/2020,29,368
Haringey,E09000014,Upper tier local authority,30/03/2020,20,219
Hampshire,E10000014,Upper tier local authority,30/03/2020,85,700
Hammersmith and Fulham,E09000013,Upper tier local authority,30/03/2020,12,195
Halton,E06000006,Upper tier local authority,30/03/2020,12,48
Hackney,E09000012,Upper tier local authority,30/03/2020,18,222
Greenwich,E09000011,Upper tier local authority,30/03/2020,13,221
Gloucestershire,E10000013,Upper tier local authority,30/03/2020,33,210
Gateshead,E08000037,Upper tier local authority,30/03/2020,30,83
Essex,E10000012,Upper tier local authority,30/03/2020,76,611
Enfield,E09000010,Upper tier local authority,30/03/2020,26,263
East Sussex,E10000011,Upper tier local authority,30/03/2020,14,117
East Riding of Yorkshire,E06000011,Upper tier local authority,30/03/2020,12,62
Ealing,E09000009,Upper tier local authority,30/03/2020,28,382
Dudley,E08000027,Upper tier local authority,30/03/2020,28,216
Dorset,E06000059,Upper tier local authority,30/03/2020,12,77
Doncaster,E08000017,Upper tier local authority,30/03/2020,19,113
Devon,E10000008,Upper tier local authority,30/03/2020,9,136
Derbyshire,E10000007,Upper tier local authority,30/03/2020,39,367
Derby,E06000015,Upper tier local authority,30/03/2020,22,186
Darlington,E06000005,Upper tier local authority,30/03/2020,9,26
Cumbria,E10000006,Upper tier local authority,30/03/2020,34,490
Croydon,E09000008,Upper tier local authority,30/03/2020,56,467
Coventry,E08000026,Upper tier local authority,30/03/2020,23,178
County Durham,E06000047,Upper tier local authority,30/03/2020,20,126
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,30/03/2020,11,106
City of London,E09000001,Upper tier local authority,30/03/2020,2,10
Cheshire West and Chester,E06000050,Upper tier local authority,30/03/2020,16,110
Cheshire East,E06000049,Upper tier local authority,30/03/2020,12,110
Central Bedfordshire,E06000056,Upper tier local authority,30/03/2020,11,103
Camden,E09000007,Upper tier local authority,30/03/2020,17,227
Cambridgeshire,E10000003,Upper tier local authority,30/03/2020,25,181
Calderdale,E08000033,Upper tier local authority,30/03/2020,12,52
Bury,E08000002,Upper tier local authority,30/03/2020,16,94
Buckinghamshire,E10000002,Upper tier local authority,30/03/2020,29,224
Bromley,E09000006,Upper tier local authority,30/03/2020,39,368
Bristol City of,E06000023,Upper tier local authority,30/03/2020,17,133
Brighton and Hove,E06000043,Upper tier local authority,30/03/2020,6,88
Brent,E09000005,Upper tier local authority,30/03/2020,57,544
Bradford,E08000032,Upper tier local authority,30/03/2020,23,130
Bracknell Forest,E06000036,Upper tier local authority,30/03/2020,3,37
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,30/03/2020,13,71
Bolton,E08000001,Upper tier local authority,30/03/2020,17,80
Blackpool,E06000009,Upper tier local authority,30/03/2020,6,32
Blackburn with Darwen,E06000008,Upper tier local authority,30/03/2020,8,38
Birmingham,E08000025,Upper tier local authority,30/03/2020,123,932
Bexley,E09000004,Upper tier local authority,30/03/2020,15,181
Bedford,E06000055,Upper tier local authority,30/03/2020,7,77
Bath and North East Somerset,E06000022,Upper tier local authority,30/03/2020,5,52
Barnsley,E08000016,Upper tier local authority,30/03/2020,15,146
Barnet,E09000003,Upper tier local authority,30/03/2020,42,505
Barking and Dagenham,E09000002,Upper tier local authority,30/03/2020,11,146
Yorkshire and The Humber,E12000003,Region,30/03/2020,285,2008
West Midlands,E12000005,Region,30/03/2020,430,3435
South West,E12000009,Region,30/03/2020,163,1245
South East,E12000008,Region,30/03/2020,474,3809
North West,E12000002,Region,30/03/2020,506,3380
North East,E12000001,Region,30/03/2020,175,966
London,E12000007,Region,30/03/2020,844,9185
East of England,E12000006,Region,30/03/2020,300,2295
East Midlands,E12000004,Region,30/03/2020,207,1720
England,E92000001,Nation,30/03/2020,3481,28918
Worcestershire,E10000034,Upper tier local authority,29/03/2020,28,239
Wolverhampton,E08000031,Upper tier local authority,29/03/2020,12,216
Wokingham,E06000041,Upper tier local authority,29/03/2020,13,63
Wirral,E08000015,Upper tier local authority,29/03/2020,22,105
Windsor and Maidenhead,E06000040,Upper tier local authority,29/03/2020,2,74
Wiltshire,E06000054,Upper tier local authority,29/03/2020,3,95
Wigan,E08000010,Upper tier local authority,29/03/2020,14,80
Westminster,E09000033,Upper tier local authority,29/03/2020,17,287
West Sussex,E10000032,Upper tier local authority,29/03/2020,16,204
West Berkshire,E06000037,Upper tier local authority,29/03/2020,3,58
Warwickshire,E10000031,Upper tier local authority,29/03/2020,26,247
Warrington,E06000007,Upper tier local authority,29/03/2020,10,50
Wandsworth,E09000032,Upper tier local authority,29/03/2020,23,389
Waltham Forest,E09000031,Upper tier local authority,29/03/2020,24,232
Walsall,E08000030,Upper tier local authority,29/03/2020,21,216
Wakefield,E08000036,Upper tier local authority,29/03/2020,11,89
Trafford,E08000009,Upper tier local authority,29/03/2020,8,114
Tower Hamlets,E09000030,Upper tier local authority,29/03/2020,20,221
Torbay,E06000027,Upper tier local authority,29/03/2020,1,37
Thurrock,E06000034,Upper tier local authority,29/03/2020,7,73
Telford and Wrekin,E06000020,Upper tier local authority,29/03/2020,10,55
Tameside,E08000008,Upper tier local authority,29/03/2020,13,88
Swindon,E06000030,Upper tier local authority,29/03/2020,5,36
Sutton,E09000029,Upper tier local authority,29/03/2020,11,169
Surrey,E10000030,Upper tier local authority,29/03/2020,49,595
Sunderland,E08000024,Upper tier local authority,29/03/2020,11,88
Suffolk,E10000029,Upper tier local authority,29/03/2020,20,141
Stoke-on-Trent,E06000021,Upper tier local authority,29/03/2020,17,54
Stockton-on-Tees,E06000004,Upper tier local authority,29/03/2020,5,48
Stockport,E08000007,Upper tier local authority,29/03/2020,12,119
Staffordshire,E10000028,Upper tier local authority,29/03/2020,45,337
St. Helens,E08000013,Upper tier local authority,29/03/2020,20,96
Southwark,E09000028,Upper tier local authority,29/03/2020,34,459
Southend-on-Sea,E06000033,Upper tier local authority,29/03/2020,11,59
Southampton,E06000045,Upper tier local authority,29/03/2020,9,88
South Tyneside,E08000023,Upper tier local authority,29/03/2020,5,34
South Gloucestershire,E06000025,Upper tier local authority,29/03/2020,9,76
Somerset,E10000027,Upper tier local authority,29/03/2020,4,61
Solihull,E08000029,Upper tier local authority,29/03/2020,13,137
Slough,E06000039,Upper tier local authority,29/03/2020,6,113
Shropshire,E06000051,Upper tier local authority,29/03/2020,13,108
Sheffield,E08000019,Upper tier local authority,29/03/2020,62,581
Sefton,E08000014,Upper tier local authority,29/03/2020,12,104
Sandwell,E08000028,Upper tier local authority,29/03/2020,29,209
Salford,E08000006,Upper tier local authority,29/03/2020,14,141
Rutland,E06000017,Upper tier local authority,29/03/2020,1,4
Rotherham,E08000018,Upper tier local authority,29/03/2020,27,128
Rochdale,E08000005,Upper tier local authority,29/03/2020,8,97
Richmond upon Thames,E09000027,Upper tier local authority,29/03/2020,15,148
Redcar and Cleveland,E06000003,Upper tier local authority,29/03/2020,7,48
Redbridge,E09000026,Upper tier local authority,29/03/2020,19,191
Reading,E06000038,Upper tier local authority,29/03/2020,11,67
Portsmouth,E06000044,Upper tier local authority,29/03/2020,2,80
Plymouth,E06000026,Upper tier local authority,29/03/2020,5,49
Peterborough,E06000031,Upper tier local authority,29/03/2020,3,40
Oxfordshire,E10000025,Upper tier local authority,29/03/2020,21,240
Oldham,E08000004,Upper tier local authority,29/03/2020,10,120
Nottinghamshire,E10000024,Upper tier local authority,29/03/2020,31,259
Nottingham,E06000018,Upper tier local authority,29/03/2020,7,108
Northumberland,E06000057,Upper tier local authority,29/03/2020,6,71
Northamptonshire,E10000021,Upper tier local authority,29/03/2020,23,211
North Yorkshire,E10000023,Upper tier local authority,29/03/2020,14,134
North Tyneside,E08000022,Upper tier local authority,29/03/2020,7,72
North Somerset,E06000024,Upper tier local authority,29/03/2020,4,43
North Lincolnshire,E06000013,Upper tier local authority,29/03/2020,6,23
North East Lincolnshire,E06000012,Upper tier local authority,29/03/2020,3,25
Norfolk,E10000020,Upper tier local authority,29/03/2020,21,178
Newham,E09000025,Upper tier local authority,29/03/2020,21,289
Newcastle upon Tyne,E08000021,Upper tier local authority,29/03/2020,30,187
Milton Keynes,E06000042,Upper tier local authority,29/03/2020,10,118
Middlesbrough,E06000002,Upper tier local authority,29/03/2020,14,55
Merton,E09000024,Upper tier local authority,29/03/2020,13,224
Medway,E06000035,Upper tier local authority,29/03/2020,9,109
Manchester,E08000003,Upper tier local authority,29/03/2020,23,171
Luton,E06000032,Upper tier local authority,29/03/2020,10,109
Liverpool,E08000012,Upper tier local authority,29/03/2020,36,263
Lincolnshire,E10000019,Upper tier local authority,29/03/2020,15,143
Lewisham,E09000023,Upper tier local authority,29/03/2020,25,293
Leicestershire,E10000018,Upper tier local authority,29/03/2020,4,194
Leicester,E06000016,Upper tier local authority,29/03/2020,1,102
Leeds,E08000035,Upper tier local authority,29/03/2020,21,186
Lancashire,E10000017,Upper tier local authority,29/03/2020,36,383
Lambeth,E09000022,Upper tier local authority,29/03/2020,27,457
Knowsley,E08000011,Upper tier local authority,29/03/2020,12,62
Kirklees,E08000034,Upper tier local authority,29/03/2020,15,89
Kingston upon Thames,E09000021,Upper tier local authority,29/03/2020,13,120
Kingston upon Hull City of,E06000010,Upper tier local authority,29/03/2020,3,16
Kent,E10000016,Upper tier local authority,29/03/2020,59,482
Kensington and Chelsea,E09000020,Upper tier local authority,29/03/2020,9,187
Islington,E09000019,Upper tier local authority,29/03/2020,11,176
Hounslow,E09000018,Upper tier local authority,29/03/2020,15,209
Hillingdon,E09000017,Upper tier local authority,29/03/2020,18,223
Hertfordshire,E10000015,Upper tier local authority,29/03/2020,63,542
Herefordshire County of,E06000019,Upper tier local authority,29/03/2020,4,35
Havering,E09000016,Upper tier local authority,29/03/2020,9,134
Hartlepool,E06000001,Upper tier local authority,29/03/2020,1,12
Harrow,E09000015,Upper tier local authority,29/03/2020,22,339
Haringey,E09000014,Upper tier local authority,29/03/2020,16,199
Hampshire,E10000014,Upper tier local authority,29/03/2020,49,615
Hammersmith and Fulham,E09000013,Upper tier local authority,29/03/2020,7,183
Halton,E06000006,Upper tier local authority,29/03/2020,2,36
Hackney,E09000012,Upper tier local authority,29/03/2020,14,204
Greenwich,E09000011,Upper tier local authority,29/03/2020,12,208
Gloucestershire,E10000013,Upper tier local authority,29/03/2020,17,177
Gateshead,E08000037,Upper tier local authority,29/03/2020,8,53
Essex,E10000012,Upper tier local authority,29/03/2020,54,535
Enfield,E09000010,Upper tier local authority,29/03/2020,9,237
East Sussex,E10000011,Upper tier local authority,29/03/2020,12,103
East Riding of Yorkshire,E06000011,Upper tier local authority,29/03/2020,10,50
Ealing,E09000009,Upper tier local authority,29/03/2020,25,354
Dudley,E08000027,Upper tier local authority,29/03/2020,24,188
Dorset,E06000059,Upper tier local authority,29/03/2020,7,65
Doncaster,E08000017,Upper tier local authority,29/03/2020,16,94
Devon,E10000008,Upper tier local authority,29/03/2020,9,127
Derbyshire,E10000007,Upper tier local authority,29/03/2020,27,328
Derby,E06000015,Upper tier local authority,29/03/2020,20,164
Darlington,E06000005,Upper tier local authority,29/03/2020,1,17
Cumbria,E10000006,Upper tier local authority,29/03/2020,49,456
Croydon,E09000008,Upper tier local authority,29/03/2020,26,411
Coventry,E08000026,Upper tier local authority,29/03/2020,17,155
County Durham,E06000047,Upper tier local authority,29/03/2020,12,106
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,29/03/2020,11,95
City of London,E09000001,Upper tier local authority,29/03/2020,1,8
Cheshire West and Chester,E06000050,Upper tier local authority,29/03/2020,23,94
Cheshire East,E06000049,Upper tier local authority,29/03/2020,13,98
Central Bedfordshire,E06000056,Upper tier local authority,29/03/2020,5,92
Camden,E09000007,Upper tier local authority,29/03/2020,6,210
Cambridgeshire,E10000003,Upper tier local authority,29/03/2020,12,156
Calderdale,E08000033,Upper tier local authority,29/03/2020,9,40
Bury,E08000002,Upper tier local authority,29/03/2020,7,78
Buckinghamshire,E10000002,Upper tier local authority,29/03/2020,11,195
Bromley,E09000006,Upper tier local authority,29/03/2020,22,329
Bristol City of,E06000023,Upper tier local authority,29/03/2020,12,116
Brighton and Hove,E06000043,Upper tier local authority,29/03/2020,9,82
Brent,E09000005,Upper tier local authority,29/03/2020,53,487
Bradford,E08000032,Upper tier local authority,29/03/2020,20,107
Bracknell Forest,E06000036,Upper tier local authority,29/03/2020,4,34
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,29/03/2020,6,58
Bolton,E08000001,Upper tier local authority,29/03/2020,3,63
Blackpool,E06000009,Upper tier local authority,29/03/2020,4,26
Blackburn with Darwen,E06000008,Upper tier local authority,29/03/2020,8,30
Birmingham,E08000025,Upper tier local authority,29/03/2020,105,809
Bexley,E09000004,Upper tier local authority,29/03/2020,14,166
Bedford,E06000055,Upper tier local authority,29/03/2020,3,70
Bath and North East Somerset,E06000022,Upper tier local authority,29/03/2020,6,47
Barnsley,E08000016,Upper tier local authority,29/03/2020,13,131
Barnet,E09000003,Upper tier local authority,29/03/2020,30,463
Barking and Dagenham,E09000002,Upper tier local authority,29/03/2020,11,135
Yorkshire and The Humber,E12000003,Region,29/03/2020,230,1723
West Midlands,E12000005,Region,29/03/2020,364,3005
South West,E12000009,Region,29/03/2020,99,1082
South East,E12000008,Region,29/03/2020,295,3335
North West,E12000002,Region,29/03/2020,359,2874
North East,E12000001,Region,29/03/2020,107,791
London,E12000007,Region,29/03/2020,592,8341
East of England,E12000006,Region,29/03/2020,209,1995
East Midlands,E12000004,Region,29/03/2020,129,1513
England,E92000001,Nation,29/03/2020,2435,25437
York,E06000014,Upper tier local authority,28/03/2020,7,30
Worcestershire,E10000034,Upper tier local authority,28/03/2020,35,211
Wolverhampton,E08000031,Upper tier local authority,28/03/2020,18,204
Wokingham,E06000041,Upper tier local authority,28/03/2020,7,50
Wirral,E08000015,Upper tier local authority,28/03/2020,13,83
Windsor and Maidenhead,E06000040,Upper tier local authority,28/03/2020,8,72
Wiltshire,E06000054,Upper tier local authority,28/03/2020,7,92
Wigan,E08000010,Upper tier local authority,28/03/2020,7,66
Westminster,E09000033,Upper tier local authority,28/03/2020,20,270
West Sussex,E10000032,Upper tier local authority,28/03/2020,17,188
West Berkshire,E06000037,Upper tier local authority,28/03/2020,6,55
Warwickshire,E10000031,Upper tier local authority,28/03/2020,26,221
Warrington,E06000007,Upper tier local authority,28/03/2020,8,40
Wandsworth,E09000032,Upper tier local authority,28/03/2020,20,366
Waltham Forest,E09000031,Upper tier local authority,28/03/2020,21,208
Walsall,E08000030,Upper tier local authority,28/03/2020,35,195
Wakefield,E08000036,Upper tier local authority,28/03/2020,13,78
Trafford,E08000009,Upper tier local authority,28/03/2020,13,106
Tower Hamlets,E09000030,Upper tier local authority,28/03/2020,12,201
Torbay,E06000027,Upper tier local authority,28/03/2020,3,36
Thurrock,E06000034,Upper tier local authority,28/03/2020,7,66
Telford and Wrekin,E06000020,Upper tier local authority,28/03/2020,6,45
Tameside,E08000008,Upper tier local authority,28/03/2020,7,75
Swindon,E06000030,Upper tier local authority,28/03/2020,1,31
Sutton,E09000029,Upper tier local authority,28/03/2020,17,158
Surrey,E10000030,Upper tier local authority,28/03/2020,56,546
Sunderland,E08000024,Upper tier local authority,28/03/2020,4,77
Suffolk,E10000029,Upper tier local authority,28/03/2020,6,121
Stoke-on-Trent,E06000021,Upper tier local authority,28/03/2020,4,37
Stockton-on-Tees,E06000004,Upper tier local authority,28/03/2020,10,43
Stockport,E08000007,Upper tier local authority,28/03/2020,10,107
Staffordshire,E10000028,Upper tier local authority,28/03/2020,23,292
St. Helens,E08000013,Upper tier local authority,28/03/2020,10,76
Southwark,E09000028,Upper tier local authority,28/03/2020,32,425
Southend-on-Sea,E06000033,Upper tier local authority,28/03/2020,6,48
Southampton,E06000045,Upper tier local authority,28/03/2020,10,79
South Tyneside,E08000023,Upper tier local authority,28/03/2020,1,29
South Gloucestershire,E06000025,Upper tier local authority,28/03/2020,8,67
Somerset,E10000027,Upper tier local authority,28/03/2020,5,57
Solihull,E08000029,Upper tier local authority,28/03/2020,29,124
Slough,E06000039,Upper tier local authority,28/03/2020,5,107
Shropshire,E06000051,Upper tier local authority,28/03/2020,13,95
Sheffield,E08000019,Upper tier local authority,28/03/2020,65,519
Sefton,E08000014,Upper tier local authority,28/03/2020,12,92
Sandwell,E08000028,Upper tier local authority,28/03/2020,18,180
Salford,E08000006,Upper tier local authority,28/03/2020,18,127
Rotherham,E08000018,Upper tier local authority,28/03/2020,16,101
Rochdale,E08000005,Upper tier local authority,28/03/2020,13,89
Richmond upon Thames,E09000027,Upper tier local authority,28/03/2020,11,133
Redcar and Cleveland,E06000003,Upper tier local authority,28/03/2020,11,41
Redbridge,E09000026,Upper tier local authority,28/03/2020,15,172
Reading,E06000038,Upper tier local authority,28/03/2020,10,56
Portsmouth,E06000044,Upper tier local authority,28/03/2020,5,78
Plymouth,E06000026,Upper tier local authority,28/03/2020,3,44
Peterborough,E06000031,Upper tier local authority,28/03/2020,5,37
Oxfordshire,E10000025,Upper tier local authority,28/03/2020,22,219
Oldham,E08000004,Upper tier local authority,28/03/2020,13,110
Nottinghamshire,E10000024,Upper tier local authority,28/03/2020,30,228
Nottingham,E06000018,Upper tier local authority,28/03/2020,4,101
Northumberland,E06000057,Upper tier local authority,28/03/2020,10,65
Northamptonshire,E10000021,Upper tier local authority,28/03/2020,19,188
North Yorkshire,E10000023,Upper tier local authority,28/03/2020,13,120
North Tyneside,E08000022,Upper tier local authority,28/03/2020,17,65
North Somerset,E06000024,Upper tier local authority,28/03/2020,2,39
North Lincolnshire,E06000013,Upper tier local authority,28/03/2020,2,17
North East Lincolnshire,E06000012,Upper tier local authority,28/03/2020,1,22
Norfolk,E10000020,Upper tier local authority,28/03/2020,23,157
Newham,E09000025,Upper tier local authority,28/03/2020,35,268
Newcastle upon Tyne,E08000021,Upper tier local authority,28/03/2020,12,157
Milton Keynes,E06000042,Upper tier local authority,28/03/2020,10,108
Middlesbrough,E06000002,Upper tier local authority,28/03/2020,10,41
Merton,E09000024,Upper tier local authority,28/03/2020,14,211
